	question	class
1578	Jak co když chci vymazat užitný vzor?	61
1579	výmaz užitného vzoru z rejstříku	61
1580	Co je zapotřebí pro výmaz užitného vzoru z rejstříku?	61
1581	Co mám udělat pro výmaz užitného vzoru z rejstříku?	61
1582	Co je potřeba pro výmaz užitného vzoru z rejstříku?	61
1583	Co je nutné pro výmaz užitného vzoru z rejstříku?	61
1584	proces výmazu užitného vzoru	61
1585	proces vymazání užitného vzoru	61
1586	důvody pro výmaz užitného vzoru z rejstříku	61
1587	formulář pro podání návrhu na výmaz užitného vzoru z rejstříku	61
1588	formulář pro výmaz užitného vzoru	61
1589	zastoupení v  žádosti o výmaz užitného vzoru z rejstříku	61
1590	pomoc s žádosti o výmaz užitného vzoru z rejstříku	61
1591	zastoupení v výmazem užitného vzoru	61
1592	pomoc s výmazem užitného vzoru	61
1593	účinky výmazu užitného vzoru	61
1594	důsledky výmazu užitného vzoru	61
1595	následky výmazu užitného vzoru	61
1596	částečný výmaz užitného vzoru	61
1597	úplný výmaz užitného vzoru	61
1598	rozsah výmazu užitného vzoru	61
1599	Kolik stojí podání návrhu na výmaz užitného vzoru z rejstříku?	61
1600	Jaký je poplatek za podání návrhu na výmaz užitného vzoru z rejstříku?	61
1601	Kolik se platí za podání návrhu na výmaz užitného vzoru z rejstříku?	61
1602	Je možné požádat o výmaz užitného vzoru z rejstříku?	61
1603	Je možné požádat o částečný výmaz užitného vzoru z rejstříku?	61
1604	Je možné požádat o úplný výmaz užitného vzoru z rejstříku?	61
1605	Co znamená označení původu?	62
1606	Co je to označení původu?	62
1607	Co je označení původu?	62
1608	Které produkty mohou získat označení původu?	62
1609	podmínky pro udělení označení původu	62
1610	Jaké produkty mohou získat zeměpisné označení?	62
1611	Jaká je rozdíl mezi označením původu a zeměpisným označením?	62
1612	Co je to zeměpisné označení?	62
1613	Co je zeměpisné označení?	62
1614	Co znamená zeměpisné označení?	62
1615	informace o označení původu a zeměpisných označeních	62
1616	produkty, které jsou spojeny s lokalitou	62
1617	lokální produkty	62
1618	proces získání označení původu proces získání zeměpisného označení	62
1619	Co se myslí pod označením původu a zeměpisným označením?	62
1620	Jaké jsou možnosti podání do Úřadu?	63
1621	Jaké jsou obecně možnosti podání do Úřadu?	63
1622	Jak doručit dokumenty na Úřad průmyslového vlastnictví?	63
1623	Kde si mohu stáhnout elektronické formuláře pro podání na Úřad?	63
1624	Kde najdu elektronické formuláře pro podání na Úřad?	63
1625	Kde mohu najít elektronické formuláře pro podání na Úřad?	63
1626	Kde můžu najít elektronické formuláře pro podání na Úřad?	63
1627	Kde jsou elektronické formuláře pro podání na Úřad?	63
1628	Jaký poplatek mohu ušetřit při přihlášení Identitou občana u elektronického podání?	63
1629	elektronické podání bez zaručeného elektronického podpisu	63
1630	podání do datové schránky	63
1631	elektronické podání	63
1632	e-podání	63
1633	sleva při podání elektronicky	63
1634	sleva při elektronickém podání	63
1635	elektronicky vyplnitelné formuláře	63
1636	sleva 20 %	63
1637	Je možné doručit do datové schránky ?	63
1638	Je možné doručení do datové schránky ?	63
1639	Je možné doručit  e-mailem ?	63
1640	Je možné doručení e-mailem ?	63
1641	Je možné doručit  poštou?	63
1642	Je možné doručení poštou?	63
1643	Kde mohu najít rešeršní databázi patentů a užitných vzorů?	64
1644	Jaké informace zahrnuje rešeršní databáze patentů a užitných vzorů?	64
1645	Jak využít rešeršních služeb Úřadu pro patenty a užitné vzory	64
1646	Jak objednat rešeršní služby Úřadu pro patenty a užitné vzory	64
1647	forma objednání rešeršních služeb patentů a užitných vzorů	64
1648	formulář objednávky rešeršních služeb patentů a užitných vzorů	64
1649	objednávka rešeršních služeb patentů a užitných vzorů	64
1650	Jak dlouho trvá zpracování rešerše na patent?	64
1651	Jak dlouho trvá zpracovat rešerši na patent?	64
1652	Jaké jsou náklady na rešeršní služby Úřadu?	64
1653	Kolik stojí rešeršní služby Úřadu?	64
1654	ceník rešeršních služeb Úřadu	64
1655	poplatek za rešeršní služby Úřadu	64
1656	placení za rešeršní služby Úřadu	64
1657	zastoupení při přihlašování do zahraničí	65
1658	pomoc při přihlašování do zahraničí	65
1659	zastupování při přihlašování do zahraničí	65
1660	Existuje nějaká stránka, která by mi pomohla s přihlašováním do zahraničí?	65
1661	Jaké stránky by mi mohly pomoci s přihlašováním do zahraničí?	65
1662	Jaké jsou moje možnosti, pokud potřebuji odbornou pomoc při přihlašování do zahraničí?	65
1663	Kdo mi pomůže s přihlášením do zahraničí?	65
1664	Kde mohu nalézt více informací o zastupování při přihlašování do zahraničí?	65
1665	Kolik let platí patent?	66
1666	Jak dlouho platí patent?	66
1667	Kolik let platí udělený patent?	66
1668	Jak dlouho platí udělený patent?	66
1669	účinky udělení patentu	66
1670	účinky zápisu patentu	66
1671	Co znamená priorita u vynálezu ?	66
1672	Co znamená právo přednosti u vynálezu ?	66
1673	Co znamená priorita u patentu?	66
1674	Co znamená právo přednosti u patentu?	66
1675	Co udělat po udělení patentu?	66
1676	povinnosti majitele patentu	66
1677	zveřejnění přihlášky vynálezu	66
1678	udržovací poplatky za patent	66
1679	variabilní symbol pro platbu udržovacích poplatků za patent	66
1680	Jak dlouho lze platit udržovací poplatky za patent?	66
1681	Je nějaká žádost o prodloužení patentu?	66
1682	Existuje žádost o prodloužení patentu?	66
1683	Kde najdu žádost o prodloužení patentu?	66
1684	Je nějaká žádost o udržení patentu?	66
1685	Existuje žádost o udržení patentu?	66
1686	Kde najdu žádost o udržení patentu?	66
1687	Je nějaká žádost o udržování patentu?	66
1688	Existuje žádost o udržování patentu?	66
1689	Kde najdu žádost o udržování patentu?	66
1690	Jak mohu podat přihlášku patentu ?	67
1691	Kam mohu podat přihlášku patentu ?	67
1692	Jak  podat přihlášku patentu ?	67
1693	Kam podat přihlášku patentu ?	67
1694	Jak  mám podat přihlášku patentu ?	67
1695	Kam mám podat přihlášku patentu ?	67
1696	Jak  můžu podat přihlášku patentu ?	67
1697	Kam můžu podat přihlášku patentu ?	67
1698	Jak mohu podat přihlášku vynálezu?	67
1699	Kam mohu podat přihlášku vynálezu?	67
1700	Jak  podat přihlášku vynálezu?	67
1701	Kam podat přihlášku vynálezu?	67
1702	Jak  mám podat přihlášku vynálezu?	67
1703	Kam mám podat přihlášku vynálezu?	67
1704	Jak  můžu podat přihlášku vynálezu?	67
1705	Kam můžu podat přihlášku vynálezu?	67
1706	formulář podání patentu	67
1707	formulář přihlášky patentu	67
1708	formulář podání  vynálezu	67
1709	formulář přihlášky vynálezu	67
1710	sleva na správní poplatek při elektronickém podání přihlášky patentu	67
1711	sleva na správní poplatek při elektronickém podání přihlášky vynálezu	67
1712	Je možné podat přihlášku patentu do datové schránky?	67
1713	Můžu podat přihlášku patentu do datové schránky?	67
1714	Mohu podat přihlášku patentu do datové schránky?	67
1715	Jde podat přihlášku patentu do datové schránky?	67
1716	Je možné podat přihlášku vynálezu do datové schránky?	67
1717	Můžu podat přihlášku vynálezu do datové schránky?	67
1718	Mohu podat přihlášku vynálezu do datové schránky?	67
1719	Jde podat přihlášku vynálezu do datové schránky?	67
1720	pomoc pro přihlášku patentu	68
1721	odborné zastoupení pro přihlášku patentu	68
1722	pomoc pro podání přihlášky patentu	68
1723	odborné zastoupení pro podání přihlášky patentu	68
1724	pomoc pro přihlášku  vynálezu	68
1725	odborné zastoupení pro přihlášku  vynálezu	68
1726	pomoc pro podání přihlášky vynálezu	68
1727	odborné zastoupení pro podání přihlášky vynálezu	68
1728	Existují advokátní kanceláře, které se zabývají patenty ?	68
1729	Existují advokátní kanceláře, které se zabývají vynálezy?	68
1730	právní zastoupení pro žadatele o patentu	68
1731	právní zastoupení pro přihlášku patentu	68
1732	právní zastoupení pro podání přihlášky patentu	68
1733	právní zastoupení pro žadatele o  vynálezu	68
1734	právní zastoupení pro přihlášku  vynálezu	68
1735	právní zastoupení pro podání přihlášky vynálezu	68
1736	Kdo mě může zastupovat při podávání přihlášky patentu ?	68
1737	Kdo mi může pomoci při podávání přihlášky patentu ?	68
1738	Kdo mě může zastupovat při podávání přihlášky vynálezu?	68
1739	Kdo mi může pomoci při podávání přihlášky vynálezu?	68
1740	informace o zastupování při podávání přihlášky patentu	68
1741	informace o zastupování při podávání přihlášky vynálezu	68
1742	Jaké následky může mít nesprávně formulované patentové nároky?	68
1743	následky nesprávně formulovaných patentových nároků?	68
1744	Proč je vhodné nechat se zastoupit?	68
1745	přihláška vynálezu	69
1746	přihláška patentu	69
1747	části přihlášky vynálezu	69
1748	části přihlášky patentu	69
1749	požadavky přihlášky vynálezu	69
1750	náležitosti přihlášky vynálezu	69
1751	požadavky přihlášky patentu	69
1752	náležitosti přihlášky patentu	69
1753	žádost o udělení patentu	69
1754	formulář žádosti o udělení patentu	69
1755	popis vynálezu v přihlášce	69
1756	Co má být uvedeno v patentových nárocích žádosti?	69
1757	patentové nároky	69
1758	název patentu	69
1759	vymezení patentu	69
1760	vynálezecká myšlenka	69
1761	anotace v přihlášce vynálezu	69
1762	anotace v přihlášce patentu	69
1763	přílohy žádosti o udělení patentu	69
1764	podlohy žádosti o udělení patentu	69
1765	Co je to právo přednosti u patentu?	69
1766	Co je to priorita u patentu?	69
1767	Kde najdu podrobnější informace o požadavcích na přihlášku vynálezu?	69
1768	Kdo může podat přihlášku vynálezu ?	70
1769	Kdo je oprávněn podat přihlášku vynálezu ?	70
1770	Kdo může podat přihlášku patentu?	70
1771	Kdo je oprávněn podat přihlášku patentu?	70
1772	Může právnická osoba podat přihlášku vynálezu ?	70
1773	Může právnická osoba podat přihlášku patentu?	70
1774	zkoumání přihlášky vynálezu	70
1775	připomínky k patentovatelnosti	70
1776	připomínky k přihlášce patentu	70
1777	Jak může být patent zrušen?	71
1778	podmínky pro zrušení patentu	71
1779	návrh na zrušení patentu	71
1780	pomoc s návrhem na zrušení patentu	71
1781	zastoupení s návrhem na zrušení patentu	71
1782	Jak je možné zrušit patent?	71
1783	Jak lze zrušit patent?	71
1784	Jak můžu zrušit patent?	71
1785	Jak mohu zrušit patent?	71
1786	jak bych mohl nechat zrušit patent?	71
1787	Kolik stojí podání návrhu na zrušení patentu?	71
1788	Kolik stojí podání žádosti na zrušení patentu?	71
1789	důsledky zrušení patentu	71
1790	následky zrušení patentu	71
1791	účinky zrušení patentu	71
1792	důsledky  výmazu patentu	71
1793	následky  výmazu patentu	71
1794	účinky výmazu patentu	71
1795	částečné zrušení patentu	71
1796	částečný výmaz patentu	71
1797	zrušení patentu v plném rozsahu	71
1798	výmaz patentu v plném rozsahu	71
1799	úplné zrušení patentu	71
1800	úplné výmaz patentu	71
1801	formulář pro výmaz patentu	71
1802	formulář pro zrušení patentu	71
1803	Jak odůvodnit návrh na zrušení patentu?	71
1804	Jak odůvodnit návrh na výmaz patentu?	71
1805	Je možné zrušit patent částečně?	71
1806	důkazy na výmaz patentu	71
1807	důkazy na zrušení patentu	71
1808	Jak ověřit novost?	72
1809	Kde ověřit novost?	72
1810	novost	72
1811	novost obecně	72
1812	Kde lze provést rešerši?	72
1813	Kde je možné provést rešerši?	72
1814	Jak můžu provést rešerši?	72
1815	Jak mohu provést rešerši?	72
1816	rešeršní služby	72
1817	objednání rešeršní služby u Úřadu?	72
1818	objednávka rešeršní služby u Úřadu?	72
1819	Jak dlouho trvá zpracování rešerše ?	72
1820	Jak dlouho trvá zpracovat rešerši?	72
1821	Kolik stojí provedení rešerše u Úřadu?	72
1822	Jaký je poplatek za provedení rešerše u Úřadu?	72
1823	Kolik se platí za provedení rešerše u Úřadu?	72
1824	Kolik zaplatím za provedení rešerše u Úřadu?	72
1825	poplatek za výstupy z rešerše	72
1826	Jak podat žádost o rešerši u úřadu?	72
1827	Jakou cestou podat žádost o rešerši u úřadu?	72
1828	Jakým způsobem podat žádost o rešerši u úřadu?	72
1829	rešerše úřadem	72
1830	formulář objednávky rešeršních služeb	72
1831	národní databáze průmyslových práv	73
1832	česká databáze průmyslových práv	73
1833	tuzemská databáze průmyslových práv	73
1834	Jaké národní databáze jsou k dispozici?	73
1835	informativní rešerše	73
1836	odkazy na národní databáze	73
1837	odkazy na české databáze	73
1838	bezplatná rešerše	73
1839	rešerše zdarma	73
1840	rešerše napříč všemi druhy průmyslových práv	73
1841	národní průmyslověprávní databáze	73
1842	souhrnná rešerše	73
1843	odkazy na zahraniční databáze	74
1844	zahraniční databáze	74
1845	volně dostupné zahraniční databáze	74
1846	zahraniční databáze na internetu	74
1847	Jaké online zahraniční databáze jsou dostupné na internetu a kde je mohu najít?	74
1848	Jaký je odkaz na zahraniční online databáze, které jsou volně dostupné na internetu?	74
1849	Rozhodnutí Evropského soudního dvora	74
1850	Jaké třídící systémy se využívají při rešerších?	75
1851	třídící systémy	75
1852	třídění	75
1853	třídící systémy pro rešerše	75
1854	mezinárodní třídění	75
1855	mezinárodní třídící systémy	75
1856	nicejské třídění	75
1857	niceské třídění	75
1858	nyceské třídění	75
1859	locarnské třídění	75
1860	locarnský třídicí systém	75
1861	sysmém locarno	75
1862	systém lokarno	75
1863	lokarnské třídění	75
1864	odkaz na třídníky	75
1865	mezinárodní patentové třídění	75
1866	mezinárodní třídění průmyslových vzorů	75
1867	Mezinárodní třídění výrobků a služeb	75
1868	Vídeňské Mezinárodní třídění	75
